"variable","value","problemSize"
"mpiTime",23.712317,8192
"mpiTime",24.221483,8192
"mpiTime",24.86114,8192
"mpiTime",25.68321,8192
"mpiTime",26.866325,8192
"mpiTime",28.220116,8192
"mpiTime",29.550917,8192
"computeTime",0.000759,64
"computeTime",0.003698,64
"computeTime",0.007683,64
"computeTime",0.012961,64
"computeTime",0.016708,64
"computeTime",0.021558,64
"computeTime",0.021633,64
"computeTime",0.021716,64
"computeTime",0.021784,64
"computeTime",0.021936,64
"computeTime",0.022004,64
"computeTime",0.022076,64
"computeTime",0.022149,64
"computeTime",0.022218,64
"computeTime",0.022291,64
"computeTime",0.022368,64
"computeTime",0.011611,64
"computeTime",0.018218,64
"computeTime",0.022585,64
"computeTime",0.003133,64
"computeTime",0.006867,64
"computeTime",0.013773,64
"computeTime",0.01028,64
"computeTime",0.008518,64
"computeTime",0.005722,64
"computeTime",0.004614,64
"computeTime",0.023236,64
"computeTime",0.021308,64
"computeTime",0.002865,64
"computeTime",0.023455,64
"computeTime",0.016474,64
"computeTime",0.023495,64
"computeTime",0.006376,512
"computeTime",0.006458,512
"computeTime",0.006547,512
"computeTime",0.006653,512
"computeTime",0.006739,512
"computeTime",0.006823,512
"computeTime",0.006904,512
"computeTime",0.007008,512
"computeTime",0.007098,512
"computeTime",0.007265,512
"computeTime",0.00734,512
"computeTime",0.007437,512
"computeTime",0.007529,512
"computeTime",0.007627,512
"computeTime",0.007708,512
"computeTime",0.007804,512
"computeTime",0.007938,512
"computeTime",0.008089,512
"computeTime",0.008233,512
"computeTime",0.008399,512
"computeTime",0.008548,512
"computeTime",0.008694,512
"computeTime",0.008842,512
"computeTime",0.009006,512
"computeTime",0.009167,512
"computeTime",0.009368,512
"computeTime",0.009505,512
"computeTime",0.009653,512
"computeTime",0.009793,512
"computeTime",0.00993,512
"computeTime",0.010061,512
"computeTime",0.008978,512
"computeTime",0.023173,1024
"computeTime",0.023532,1024
"computeTime",0.023931,1024
"computeTime",0.024354,1024
"computeTime",0.024712,1024
"computeTime",0.025095,1024
"computeTime",0.025482,1024
"computeTime",0.02593,1024
"computeTime",0.026348,1024
"computeTime",0.026852,1024
"computeTime",0.027308,1024
"computeTime",0.027743,1024
"computeTime",0.028185,1024
"computeTime",0.028631,1024
"computeTime",0.029054,1024
"computeTime",0.029518,1024
"computeTime",0.030008,1024
"computeTime",0.030299,1024
"computeTime",0.030636,1024
"computeTime",0.030968,1024
"computeTime",0.03127,1024
"computeTime",0.031572,1024
"computeTime",0.031876,1024
"computeTime",0.032199,1024
"computeTime",0.032513,1024
"computeTime",0.032821,1024
"computeTime",0.033107,1024
"computeTime",0.033407,1024
"computeTime",0.033696,1024
"computeTime",0.033986,1024
"computeTime",0.034278,1024
"computeTime",0.026507,1024
"computeTime",0.176902,2048
"computeTime",0.17781,2048
"computeTime",0.178673,2048
"computeTime",0.179622,2048
"computeTime",0.180496,2048
"computeTime",0.181387,2048
"computeTime",0.182324,2048
"computeTime",0.183302,2048
"computeTime",0.184298,2048
"computeTime",0.185255,2048
"computeTime",0.18622,2048
"computeTime",0.187217,2048
"computeTime",0.188269,2048
"computeTime",0.189258,2048
"computeTime",0.190292,2048
"computeTime",0.191342,2048
"computeTime",0.192489,2048
"computeTime",0.193447,2048
"computeTime",0.194358,2048
"computeTime",0.195321,2048
"computeTime",0.196277,2048
"computeTime",0.197238,2048
"computeTime",0.198225,2048
"computeTime",0.199263,2048
"computeTime",0.200255,2048
"computeTime",0.201235,2048
"computeTime",0.202209,2048
"computeTime",0.203213,2048
"computeTime",0.204211,2048
"computeTime",0.205213,2048
"computeTime",0.206247,2048
"computeTime",0.184743,2048
"computeTime",2.826994,4096
"computeTime",2.829472,4096
"computeTime",2.831415,4096
"computeTime",2.834842,4096
"computeTime",2.836983,4096
"computeTime",2.839144,4096
"computeTime",2.841378,4096
"computeTime",2.844271,4096
"computeTime",2.846464,4096
"computeTime",2.848723,4096
"computeTime",2.851613,4096
"computeTime",2.854081,4096
"computeTime",2.857194,4096
"computeTime",2.860467,4096
"computeTime",2.863178,4096
"computeTime",2.866019,4096
"computeTime",2.868683,4096
"computeTime",2.871069,4096
"computeTime",2.873807,4096
"computeTime",2.876643,4096
"computeTime",2.87954,4096
"computeTime",2.882463,4096
"computeTime",2.885415,4096
"computeTime",2.888396,4096
"computeTime",2.891055,4096
"computeTime",2.893938,4096
"computeTime",2.897055,4096
"computeTime",2.900263,4096
"computeTime",2.903525,4096
"computeTime",2.906822,4096
"computeTime",2.910127,4096
"computeTime",2.859511,4096
"computeTime",29.626188,8192
"computeTime",29.635218,8192
"computeTime",29.64426,8192
"computeTime",29.653561,8192
"computeTime",29.663122,8192
"computeTime",29.674325,8192
"computeTime",29.684422,8192
"computeTime",29.694744,8192
"computeTime",29.70529,8192
"computeTime",29.717642,8192
"computeTime",29.72886,8192
"computeTime",29.740337,8192
"computeTime",29.75206,8192
"computeTime",29.765432,8192
"computeTime",29.777689,8192
"computeTime",29.790231,8192
"computeTime",29.803204,8192
"computeTime",29.81512,8192
"computeTime",29.827241,8192
"computeTime",29.839669,8192
"computeTime",29.852333,8192
"computeTime",29.865279,8192
"computeTime",29.878484,8192
"computeTime",29.89183,8192
"computeTime",29.9061,8192
"computeTime",29.919868,8192
"computeTime",29.933833,8192
"computeTime",29.948142,8192
"computeTime",29.962758,8192
"computeTime",29.977849,8192
"computeTime",29.99281,8192
"computeTime",29.764127,8192
"computeTime",0.000434,64
"computeTime",0.005185,64
"computeTime",0.009013,64
"computeTime",0.010369,64
"computeTime",0.010442,64
"computeTime",0.010516,64
"computeTime",0.010594,64
"computeTime",0.010674,64
"computeTime",0.010741,64
"computeTime",0.010884,64
"computeTime",0.010954,64
"computeTime",0.011023,64
"computeTime",0.011096,64
"computeTime",0.011158,64
"computeTime",0.01123,64
"computeTime",0.011307,64
"computeTime",0.001637,64
"computeTime",0.011455,64
"computeTime",0.0027,64
"computeTime",0.006093,64
"computeTime",0.003819,64
"computeTime",0.010841,64
"computeTime",0.011804,64
"computeTime",0.011874,64
"computeTime",0.011941,64
"computeTime",0.00941,64
"computeTime",0.01216,64
"computeTime",0.012228,64
"computeTime",0.012291,64
"computeTime",0.008288,64
"computeTime",0.012419,64
"computeTime",0.012455,64
"computeTime",0.006419,512
"computeTime",0.006502,512
"computeTime",0.006584,512
"computeTime",0.006688,512
"computeTime",0.006775,512
"computeTime",0.006857,512
"computeTime",0.006949,512
"computeTime",0.00705,512
"computeTime",0.007145,512
"computeTime",0.007299,512
"computeTime",0.007377,512
"computeTime",0.007479,512
"computeTime",0.007566,512
"computeTime",0.007649,512
"computeTime",0.007731,512
"computeTime",0.007828,512
"computeTime",0.007965,512
"computeTime",0.008105,512
"computeTime",0.008272,512
"computeTime",0.008434,512
"computeTime",0.008583,512
"computeTime",0.00873,512
"computeTime",0.008871,512
"computeTime",0.009048,512
"computeTime",0.009202,512
"computeTime",0.009405,512
"computeTime",0.00954,512
"computeTime",0.00968,512
"computeTime",0.009811,512
"computeTime",0.009943,512
"computeTime",0.010077,512
"computeTime",0.008998,512
"computeTime",0.023967,1024
"computeTime",0.02432,1024
"computeTime",0.024679,1024
"computeTime",0.025086,1024
"computeTime",0.025453,1024
"computeTime",0.025821,1024
"computeTime",0.026195,1024
"computeTime",0.026606,1024
"computeTime",0.027034,1024
"computeTime",0.027522,1024
"computeTime",0.02796,1024
"computeTime",0.028415,1024
"computeTime",0.028822,1024
"computeTime",0.029222,1024
"computeTime",0.029676,1024
"computeTime",0.030187,1024
"computeTime",0.030673,1024
"computeTime",0.031004,1024
"computeTime",0.031296,1024
"computeTime",0.031629,1024
"computeTime",0.031931,1024
"computeTime",0.032234,1024
"computeTime",0.032536,1024
"computeTime",0.032869,1024
"computeTime",0.033178,1024
"computeTime",0.033484,1024
"computeTime",0.033767,1024
"computeTime",0.034063,1024
"computeTime",0.034355,1024
"computeTime",0.034652,1024
"computeTime",0.034945,1024
"computeTime",0.02732,1024
"computeTime",0.177222,2048
"computeTime",0.178078,2048
"computeTime",0.178952,2048
"computeTime",0.179873,2048
"computeTime",0.180775,2048
"computeTime",0.181703,2048
"computeTime",0.182632,2048
"computeTime",0.183615,2048
"computeTime",0.184621,2048
"computeTime",0.185588,2048
"computeTime",0.18652,2048
"computeTime",0.187534,2048
"computeTime",0.188564,2048
"computeTime",0.189615,2048
"computeTime",0.190647,2048
"computeTime",0.191682,2048
"computeTime",0.192859,2048
"computeTime",0.193812,2048
"computeTime",0.19473,2048
"computeTime",0.195694,2048
"computeTime",0.196669,2048
"computeTime",0.197649,2048
"computeTime",0.198642,2048
"computeTime",0.199668,2048
"computeTime",0.200657,2048
"computeTime",0.201636,2048
"computeTime",0.202583,2048
"computeTime",0.203538,2048
"computeTime",0.20453,2048
"computeTime",0.205539,2048
"computeTime",0.206582,2048
"computeTime",0.185055,2048
"computeTime",3.21126,4096
"computeTime",3.21318,4096
"computeTime",3.215119,4096
"computeTime",3.218549,4096
"computeTime",3.220696,4096
"computeTime",3.22293,4096
"computeTime",3.225141,4096
"computeTime",3.227414,4096
"computeTime",3.229637,4096
"computeTime",3.231889,4096
"computeTime",3.234206,4096
"computeTime",3.237215,4096
"computeTime",3.240411,4096
"computeTime",3.243095,4096
"computeTime",3.245855,4096
"computeTime",3.248675,4096
"computeTime",3.251361,4096
"computeTime",3.253741,4096
"computeTime",3.256492,4096
"computeTime",3.259331,4096
"computeTime",3.262218,4096
"computeTime",3.26513,4096
"computeTime",3.26806,4096
"computeTime",3.271055,4096
"computeTime",3.273529,4096
"computeTime",3.276111,4096
"computeTime",3.279182,4096
"computeTime",3.282393,4096
"computeTime",3.285704,4096
"computeTime",3.289078,4096
"computeTime",3.292421,4096
"computeTime",3.243547,4096
"computeTime",29.120185,8192
"computeTime",29.129162,8192
"computeTime",29.138064,8192
"computeTime",29.147391,8192
"computeTime",29.156902,8192
"computeTime",29.168009,8192
"computeTime",29.178136,8192
"computeTime",29.188318,8192
"computeTime",29.198341,8192
"computeTime",29.210863,8192
"computeTime",29.22209,8192
"computeTime",29.233569,8192
"computeTime",29.245201,8192
"computeTime",29.258652,8192
"computeTime",29.270901,8192
"computeTime",29.283368,8192
"computeTime",29.296368,8192
"computeTime",29.308295,8192
"computeTime",29.320404,8192
"computeTime",29.332805,8192
"computeTime",29.345485,8192
"computeTime",29.358418,8192
"computeTime",29.371563,8192
"computeTime",29.384871,8192
"computeTime",29.398745,8192
"computeTime",29.412575,8192
"computeTime",29.426537,8192
"computeTime",29.440878,8192
"computeTime",29.455437,8192
"computeTime",29.470159,8192
"computeTime",29.485359,8192
"computeTime",29.257204,8192
"computeTime",0.000445,64
"computeTime",0.00307,64
"computeTime",0.006817,64
"computeTime",0.013293,64
"computeTime",0.020219,64
"computeTime",0.024009,64
"computeTime",0.024086,64
"computeTime",0.024164,64
"computeTime",0.024234,64
"computeTime",0.024377,64
"computeTime",0.024441,64
"computeTime",0.024515,64
"computeTime",0.024586,64
"computeTime",0.024655,64
"computeTime",0.024726,64
"computeTime",0.02481,64
"computeTime",0.005631,64
"computeTime",0.001703,64
"computeTime",0.023527,64
"computeTime",0.019087,64
"computeTime",0.01219,64
"computeTime",0.014108,64
"computeTime",0.003118,64
"computeTime",0.021378,64
"computeTime",0.016859,64
"computeTime",0.007902,64
"computeTime",0.005829,64
"computeTime",0.004507,64
"computeTime",0.025845,64
"computeTime",0.008992,64
"computeTime",0.025987,64
"computeTime",0.025932,64
"computeTime",0.006313,512
"computeTime",0.006394,512
"computeTime",0.006475,512
"computeTime",0.00658,512
"computeTime",0.00667,512
"computeTime",0.00676,512
"computeTime",0.006848,512
"computeTime",0.006946,512
"computeTime",0.007042,512
"computeTime",0.007198,512
"computeTime",0.007276,512
"computeTime",0.007379,512
"computeTime",0.007462,512
"computeTime",0.007542,512
"computeTime",0.007628,512
"computeTime",0.007721,512
"computeTime",0.007861,512
"computeTime",0.008003,512
"computeTime",0.008147,512
"computeTime",0.008312,512
"computeTime",0.008455,512
"computeTime",0.008597,512
"computeTime",0.008742,512
"computeTime",0.0089,512
"computeTime",0.009081,512
"computeTime",0.009254,512
"computeTime",0.009386,512
"computeTime",0.009544,512
"computeTime",0.009682,512
"computeTime",0.009821,512
"computeTime",0.009963,512
"computeTime",0.008909,512
"computeTime",0.023196,1024
"computeTime",0.023545,1024
"computeTime",0.023911,1024
"computeTime",0.024302,1024
"computeTime",0.024683,1024
"computeTime",0.025072,1024
"computeTime",0.02547,1024
"computeTime",0.025914,1024
"computeTime",0.026354,1024
"computeTime",0.026806,1024
"computeTime",0.027237,1024
"computeTime",0.02769,1024
"computeTime",0.028103,1024
"computeTime",0.028517,1024
"computeTime",0.028939,1024
"computeTime",0.029404,1024
"computeTime",0.030003,1024
"computeTime",0.030295,1024
"computeTime",0.030588,1024
"computeTime",0.030921,1024
"computeTime",0.03122,1024
"computeTime",0.031516,1024
"computeTime",0.031836,1024
"computeTime",0.032159,1024
"computeTime",0.032472,1024
"computeTime",0.03277,1024
"computeTime",0.033052,1024
"computeTime",0.033346,1024
"computeTime",0.033639,1024
"computeTime",0.03393,1024
"computeTime",0.034254,1024
"computeTime",0.026496,1024
"computeTime",0.177266,2048
"computeTime",0.178127,2048
"computeTime",0.178988,2048
"computeTime",0.179896,2048
"computeTime",0.180775,2048
"computeTime",0.18168,2048
"computeTime",0.182601,2048
"computeTime",0.183531,2048
"computeTime",0.184512,2048
"computeTime",0.18546,2048
"computeTime",0.186454,2048
"computeTime",0.187415,2048
"computeTime",0.188458,2048
"computeTime",0.189447,2048
"computeTime",0.190484,2048
"computeTime",0.191545,2048
"computeTime",0.192693,2048
"computeTime",0.19359,2048
"computeTime",0.194517,2048
"computeTime",0.19548,2048
"computeTime",0.196433,2048
"computeTime",0.197402,2048
"computeTime",0.198385,2048
"computeTime",0.199417,2048
"computeTime",0.200434,2048
"computeTime",0.201398,2048
"computeTime",0.202367,2048
"computeTime",0.203359,2048
"computeTime",0.204365,2048
"computeTime",0.205367,2048
"computeTime",0.206416,2048
"computeTime",0.184993,2048
"computeTime",2.747035,4096
"computeTime",2.75033,4096
"computeTime",2.752209,4096
"computeTime",2.754763,4096
"computeTime",2.756922,4096
"computeTime",2.75907,4096
"computeTime",2.761271,4096
"computeTime",2.763581,4096
"computeTime",2.766385,4096
"computeTime",2.768614,4096
"computeTime",2.771507,4096
"computeTime",2.774046,4096
"computeTime",2.776674,4096
"computeTime",2.779932,4096
"computeTime",2.783147,4096
"computeTime",2.786613,4096
"computeTime",2.789293,4096
"computeTime",2.79169,4096
"computeTime",2.794436,4096
"computeTime",2.797281,4096
"computeTime",2.800169,4096
"computeTime",2.803083,4096
"computeTime",2.806026,4096
"computeTime",2.809026,4096
"computeTime",2.811544,4096
"computeTime",2.814177,4096
"computeTime",2.817253,4096
"computeTime",2.820484,4096
"computeTime",2.823807,4096
"computeTime",2.827145,4096
"computeTime",2.830496,4096
"computeTime",2.77927,4096
"computeTime",29.103988,8192
"computeTime",29.28094,8192
"computeTime",29.114036,8192
"computeTime",29.123104,8192
"computeTime",29.132272,8192
"computeTime",29.141833,8192
"computeTime",29.153047,8192
"computeTime",29.163163,8192
"computeTime",29.173452,8192
"computeTime",29.183654,8192
"computeTime",29.19614,8192
"computeTime",29.207329,8192
"computeTime",29.218709,8192
"computeTime",29.230462,8192
"computeTime",29.243822,8192
"computeTime",29.255941,8192
"computeTime",29.268243,8192
"computeTime",29.292965,8192
"computeTime",29.305105,8192
"computeTime",29.317512,8192
"computeTime",29.330212,8192
"computeTime",29.343168,8192
"computeTime",29.356366,8192
"computeTime",29.369691,8192
"computeTime",29.383632,8192
"computeTime",29.397347,8192
"computeTime",29.411267,8192
"computeTime",29.425629,8192
"computeTime",29.440182,8192
"computeTime",29.455024,8192
"computeTime",29.470067,8192
"computeTime",29.240765,8192
"computeTime",0.000601,64
"computeTime",0.003247,64
"computeTime",0.004829,64
"computeTime",0.004911,64
"computeTime",0.004984,64
"computeTime",0.005059,64
"computeTime",0.005128,64
"computeTime",0.005203,64
"computeTime",0.005273,64
"computeTime",0.005407,64
"computeTime",0.005474,64
"computeTime",0.005546,64
"computeTime",0.005618,64
"computeTime",0.005687,64
"computeTime",0.005752,64
"computeTime",0.005842,64
"computeTime",0.00591,64
"computeTime",0.005977,64
"computeTime",0.006044,64
"computeTime",0.006131,64
"computeTime",0.006191,64
"computeTime",0.006267,64
"computeTime",0.006331,64
"computeTime",0.006406,64
"computeTime",0.002354,64
"computeTime",0.003545,64
"computeTime",0.006672,64
"computeTime",0.005954,64
"computeTime",0.006808,64
"computeTime",0.006945,64
"computeTime",0.004793,64
"computeTime",0.00697,64
"computeTime",0.006363,512
"computeTime",0.00645,512
"computeTime",0.006532,512
"computeTime",0.006633,512
"computeTime",0.006722,512
"computeTime",0.006813,512
"computeTime",0.006897,512
"computeTime",0.006999,512
"computeTime",0.007091,512
"computeTime",0.007246,512
"computeTime",0.007332,512
"computeTime",0.007423,512
"computeTime",0.00751,512
"computeTime",0.007583,512
"computeTime",0.007676,512
"computeTime",0.007775,512
"computeTime",0.007903,512
"computeTime",0.008044,512
"computeTime",0.008184,512
"computeTime",0.00835,512
"computeTime",0.008515,512
"computeTime",0.008658,512
"computeTime",0.008807,512
"computeTime",0.008965,512
"computeTime",0.009121,512
"computeTime",0.00932,512
"computeTime",0.009452,512
"computeTime",0.009594,512
"computeTime",0.00973,512
"computeTime",0.009865,512
"computeTime",0.009997,512
"computeTime",0.008945,512
"computeTime",0.023206,1024
"computeTime",0.023554,1024
"computeTime",0.023907,1024
"computeTime",0.024298,1024
"computeTime",0.024676,1024
"computeTime",0.025054,1024
"computeTime",0.025428,1024
"computeTime",0.025874,1024
"computeTime",0.02633,1024
"computeTime",0.026809,1024
"computeTime",0.027247,1024
"computeTime",0.027689,1024
"computeTime",0.028142,1024
"computeTime",0.028544,1024
"computeTime",0.02892,1024
"computeTime",0.02933,1024
"computeTime",0.029881,1024
"computeTime",0.030189,1024
"computeTime",0.030486,1024
"computeTime",0.03082,1024
"computeTime",0.031118,1024
"computeTime",0.031434,1024
"computeTime",0.031733,1024
"computeTime",0.032062,1024
"computeTime",0.032377,1024
"computeTime",0.032685,1024
"computeTime",0.032981,1024
"computeTime",0.033283,1024
"computeTime",0.033578,1024
"computeTime",0.03387,1024
"computeTime",0.034185,1024
"computeTime",0.026524,1024
"computeTime",0.177213,2048
"computeTime",0.178124,2048
"computeTime",0.17898,2048
"computeTime",0.179871,2048
"computeTime",0.180787,2048
"computeTime",0.181685,2048
"computeTime",0.182628,2048
"computeTime",0.183563,2048
"computeTime",0.184535,2048
"computeTime",0.185513,2048
"computeTime",0.18651,2048
"computeTime",0.187513,2048
"computeTime",0.188535,2048
"computeTime",0.189534,2048
"computeTime",0.190555,2048
"computeTime",0.191623,2048
"computeTime",0.192786,2048
"computeTime",0.193757,2048
"computeTime",0.194672,2048
"computeTime",0.195613,2048
"computeTime",0.196583,2048
"computeTime",0.197547,2048
"computeTime",0.198529,2048
"computeTime",0.19957,2048
"computeTime",0.200572,2048
"computeTime",0.201496,2048
"computeTime",0.202437,2048
"computeTime",0.203422,2048
"computeTime",0.204452,2048
"computeTime",0.205479,2048
"computeTime",0.206563,2048
"computeTime",0.18498,2048
"computeTime",2.919729,4096
"computeTime",2.923564,4096
"computeTime",2.9255,4096
"computeTime",2.927551,4096
"computeTime",2.929659,4096
"computeTime",2.932381,4096
"computeTime",2.934577,4096
"computeTime",2.936883,4096
"computeTime",2.939092,4096
"computeTime",2.941365,4096
"computeTime",2.943786,4096
"computeTime",2.946379,4096
"computeTime",2.948874,4096
"computeTime",2.952179,4096
"computeTime",2.954922,4096
"computeTime",2.957781,4096
"computeTime",2.960471,4096
"computeTime",2.962827,4096
"computeTime",2.965568,4096
"computeTime",2.968421,4096
"computeTime",2.971301,4096
"computeTime",2.974205,4096
"computeTime",2.977171,4096
"computeTime",2.980136,4096
"computeTime",2.982591,4096
"computeTime",2.985243,4096
"computeTime",2.988291,4096
"computeTime",2.99153,4096
"computeTime",2.99488,4096
"computeTime",2.998269,4096
"computeTime",3.001594,4096
"computeTime",2.952203,4096
"computeTime",29.092532,8192
"computeTime",29.270955,8192
"computeTime",29.102767,8192
"computeTime",29.282978,8192
"computeTime",29.111781,8192
"computeTime",29.295201,8192
"computeTime",29.121149,8192
"computeTime",29.307708,8192
"computeTime",29.130751,8192
"computeTime",29.320522,8192
"computeTime",29.141979,8192
"computeTime",29.33354,8192
"computeTime",29.151957,8192
"computeTime",29.348367,8192
"computeTime",29.162235,8192
"computeTime",29.361776,8192
"computeTime",29.173198,8192
"computeTime",29.376056,8192
"computeTime",29.18549,8192
"computeTime",29.389862,8192
"computeTime",29.196579,8192
"computeTime",29.403817,8192
"computeTime",29.208078,8192
"computeTime",29.418209,8192
"computeTime",29.219865,8192
"computeTime",29.432819,8192
"computeTime",29.233133,8192
"computeTime",29.447716,8192
"computeTime",29.245384,8192
"computeTime",29.462794,8192
"computeTime",29.257849,8192
"computeTime",29.232735,8192
"computeTime",0.000877,64
"computeTime",0.000954,64
"computeTime",0.001021,64
"computeTime",0.001092,64
"computeTime",0.001169,64
"computeTime",0.001239,64
"computeTime",0.001311,64
"computeTime",0.001393,64
"computeTime",0.001459,64
"computeTime",0.001602,64
"computeTime",0.001663,64
"computeTime",0.001736,64
"computeTime",0.001809,64
"computeTime",0.001876,64
"computeTime",0.001944,64
"computeTime",0.002027,64
"computeTime",0.002087,64
"computeTime",0.002153,64
"computeTime",0.002219,64
"computeTime",0.002296,64
"computeTime",0.00236,64
"computeTime",0.002433,64
"computeTime",0.002501,64
"computeTime",0.00257,64
"computeTime",0.002634,64
"computeTime",0.00278,64
"computeTime",0.002842,64
"computeTime",0.00291,64
"computeTime",0.002983,64
"computeTime",0.003047,64
"computeTime",0.003106,64
"computeTime",0.003161,64
"computeTime",0.006414,512
"computeTime",0.006492,512
"computeTime",0.006573,512
"computeTime",0.006679,512
"computeTime",0.00677,512
"computeTime",0.006856,512
"computeTime",0.006942,512
"computeTime",0.007044,512
"computeTime",0.007136,512
"computeTime",0.007293,512
"computeTime",0.007369,512
"computeTime",0.007464,512
"computeTime",0.007546,512
"computeTime",0.007632,512
"computeTime",0.007722,512
"computeTime",0.007818,512
"computeTime",0.007954,512
"computeTime",0.008093,512
"computeTime",0.008238,512
"computeTime",0.008402,512
"computeTime",0.008545,512
"computeTime",0.008689,512
"computeTime",0.00883,512
"computeTime",0.009005,512
"computeTime",0.009162,512
"computeTime",0.009359,512
"computeTime",0.00949,512
"computeTime",0.009655,512
"computeTime",0.009796,512
"computeTime",0.009932,512
"computeTime",0.010065,512
"computeTime",0.009006,512
"computeTime",0.0233,1024
"computeTime",0.023651,1024
"computeTime",0.024011,1024
"computeTime",0.024406,1024
"computeTime",0.024769,1024
"computeTime",0.025164,1024
"computeTime",0.025548,1024
"computeTime",0.025966,1024
"computeTime",0.026404,1024
"computeTime",0.026927,1024
"computeTime",0.027344,1024
"computeTime",0.027799,1024
"computeTime",0.028232,1024
"computeTime",0.028683,1024
"computeTime",0.029103,1024
"computeTime",0.029505,1024
"computeTime",0.030038,1024
"computeTime",0.030326,1024
"computeTime",0.030623,1024
"computeTime",0.030976,1024
"computeTime",0.031276,1024
"computeTime",0.031583,1024
"computeTime",0.031885,1024
"computeTime",0.032207,1024
"computeTime",0.032521,1024
"computeTime",0.032829,1024
"computeTime",0.033116,1024
"computeTime",0.033415,1024
"computeTime",0.033709,1024
"computeTime",0.033997,1024
"computeTime",0.034305,1024
"computeTime",0.026653,1024
"computeTime",0.177197,2048
"computeTime",0.178071,2048
"computeTime",0.178952,2048
"computeTime",0.179857,2048
"computeTime",0.180763,2048
"computeTime",0.181684,2048
"computeTime",0.182604,2048
"computeTime",0.183569,2048
"computeTime",0.1846,2048
"computeTime",0.18554,2048
"computeTime",0.186525,2048
"computeTime",0.187545,2048
"computeTime",0.188568,2048
"computeTime",0.189616,2048
"computeTime",0.190627,2048
"computeTime",0.191682,2048
"computeTime",0.192821,2048
"computeTime",0.193769,2048
"computeTime",0.194677,2048
"computeTime",0.195635,2048
"computeTime",0.196607,2048
"computeTime",0.197573,2048
"computeTime",0.198561,2048
"computeTime",0.199602,2048
"computeTime",0.200601,2048
"computeTime",0.201556,2048
"computeTime",0.202541,2048
"computeTime",0.203547,2048
"computeTime",0.204561,2048
"computeTime",0.205589,2048
"computeTime",0.206625,2048
"computeTime",0.185116,2048
"computeTime",2.832272,4096
"computeTime",2.834147,4096
"computeTime",2.836038,4096
"computeTime",2.838669,4096
"computeTime",2.840777,4096
"computeTime",2.842914,4096
"computeTime",2.845115,4096
"computeTime",2.848035,4096
"computeTime",2.850301,4096
"computeTime",2.853079,4096
"computeTime",2.855449,4096
"computeTime",2.85797,4096
"computeTime",2.860613,4096
"computeTime",2.863802,4096
"computeTime",2.867076,4096
"computeTime",2.870389,4096
"computeTime",2.87368,4096
"computeTime",2.876082,4096
"computeTime",2.878824,4096
"computeTime",2.881662,4096
"computeTime",2.884566,4096
"computeTime",2.887492,4096
"computeTime",2.890442,4096
"computeTime",2.893403,4096
"computeTime",2.89586,4096
"computeTime",2.898446,4096
"computeTime",2.901478,4096
"computeTime",2.904701,4096
"computeTime",2.907987,4096
"computeTime",2.911381,4096
"computeTime",2.91472,4096
"computeTime",2.86449,4096
"computeTime",29.662472,8192
"computeTime",29.672767,8192
"computeTime",29.681889,8192
"computeTime",29.691357,8192
"computeTime",29.700822,8192
"computeTime",29.711998,8192
"computeTime",29.722093,8192
"computeTime",29.732421,8192
"computeTime",29.742462,8192
"computeTime",29.754946,8192
"computeTime",29.766188,8192
"computeTime",29.7777,8192
"computeTime",29.78947,8192
"computeTime",29.802788,8192
"computeTime",29.815084,8192
"computeTime",29.827634,8192
"computeTime",29.840257,8192
"computeTime",29.852363,8192
"computeTime",29.864561,8192
"computeTime",29.877102,8192
"computeTime",29.889802,8192
"computeTime",29.902788,8192
"computeTime",29.91597,8192
"computeTime",29.929283,8192
"computeTime",29.942938,8192
"computeTime",29.956852,8192
"computeTime",29.970792,8192
"computeTime",29.985148,8192
"computeTime",29.999685,8192
"computeTime",30.014715,8192
"computeTime",30.02982,8192
"computeTime",29.799436,8192
"totalTime",0.000799,64
"totalTime",0.003739,64
"totalTime",0.007721,64
"totalTime",0.013001,64
"totalTime",0.016747,64
"totalTime",0.025628,64
"totalTime",0.039329,64
"totalTime",0.04876,64
"totalTime",0.060012,64
"totalTime",0.067454,64
"totalTime",0.078802,64
"totalTime",0.087102,64
"totalTime",0.101367,64
"totalTime",0.113118,64
"totalTime",0.124527,64
"totalTime",0.13925,64
"totalTime",0.011662,64
"totalTime",0.018271,64
"totalTime",0.040664,64
"totalTime",0.003183,64
"totalTime",0.006917,64
"totalTime",0.013827,64
"totalTime",0.010332,64
"totalTime",0.008568,64
"totalTime",0.005771,64
"totalTime",0.004661,64
"totalTime",0.024358,64
"totalTime",0.021391,64
"totalTime",0.002915,64
"totalTime",0.024597,64
"totalTime",0.016561,64
"totalTime",0.029463,64
"totalTime",0.039601,512
"totalTime",0.041987,512
"totalTime",0.045709,512
"totalTime",0.050788,512
"totalTime",0.056558,512
"totalTime",0.067236,512
"totalTime",0.077786,512
"totalTime",0.085941,512
"totalTime",0.102256,512
"totalTime",0.112219,512
"totalTime",0.119974,512
"totalTime",0.129829,512
"totalTime",0.138087,512
"totalTime",0.149228,512
"totalTime",0.164325,512
"totalTime",0.180427,512
"totalTime",0.055665,512
"totalTime",0.050654,512
"totalTime",0.05309,512
"totalTime",0.042087,512
"totalTime",0.041227,512
"totalTime",0.058934,512
"totalTime",0.047486,512
"totalTime",0.049281,512
"totalTime",0.04488,512
"totalTime",0.062347,512
